#         t          x          y          z         vx         vy         vz
      7.747    -64.817     19.978    -15.304    118.055     58.273     95.000
      7.748    -64.698     20.036    -15.209    118.604     58.076     95.117
      7.749    -64.580     20.094    -15.114    119.154     57.877     95.234
      7.750    -64.460     20.152    -15.019    119.705     57.677     95.351
      7.751    -64.340     20.209    -14.923    120.257     57.477     95.467
      7.752    -64.220     20.267    -14.828    120.810     57.275     95.583
      7.753    -64.098     20.324    -14.732    121.364     57.071     95.699
      7.754    -63.977     20.381    -14.637    121.918     56.867     95.814
      7.755    -63.855     20.438    -14.541    122.474     56.662     95.929
      7.756    -63.732     20.494    -14.445    123.031     56.455     96.043
      7.757    -63.609     20.551    -14.349    123.589     56.247     96.158
      7.758    -63.485     20.607    -14.252    124.148     56.038     96.272
      7.759    -63.360     20.663    -14.156    124.709     55.827     96.385
      7.760    -63.235     20.718    -14.060    125.270     55.616     96.498
      7.761    -63.110     20.774    -13.963    125.832     55.403     96.611
      7.762    -62.984     20.829    -13.866    126.395     55.189     96.724
      7.763    -62.857     20.884    -13.770    126.959     54.974     96.836
      7.764    -62.730     20.939    -13.673    127.525     54.757     96.947
      7.765    -62.602     20.994    -13.576    128.091     54.540     97.059
      7.766    -62.474     21.048    -13.479    128.658     54.321     97.170
      7.767    -62.345     21.102    -13.381    129.227     54.100     97.280
      7.768    -62.215     21.156    -13.284    129.797     53.879     97.391
      7.769    -62.085     21.210    -13.187    130.367     53.656     97.501
      7.770    -61.954     21.264    -13.089    130.939     53.432     97.610
      7.771    -61.823     21.317    -12.991    131.512     53.206     97.719
      7.772    -61.691     21.370    -12.894    132.086     52.979     97.828
      7.773    -61.559     21.423    -12.796    132.661     52.751     97.936
      7.774    -61.426     21.476    -12.698    133.238     52.522     98.044
      7.775    -61.292     21.528    -12.600    133.815     52.291     98.152
      7.776    -61.158     21.580    -12.501    134.394     52.058     98.259
      7.777    -61.024     21.632    -12.403    134.973     51.825     98.365
      7.778    -60.888     21.684    -12.305    135.554     51.590     98.472
      7.779    -60.753     21.735    -12.206    136.136     51.353     98.578
      7.780    -60.616     21.787    -12.108    136.720     51.115     98.683
      7.781    -60.479     21.838    -12.009    137.304     50.876     98.788
      7.782    -60.342     21.888    -11.910    137.890     50.635     98.893
      7.783    -60.203     21.939    -11.811    138.476     50.393     98.997
      7.784    -60.065     21.989    -11.712    139.064     50.149     99.100
      7.785    -59.925     22.039    -11.613    139.653     49.904     99.204
      7.786    -59.785     22.089    -11.514    140.244     49.658     99.307
      7.787    -59.645     22.139    -11.414    140.836     49.410     99.409
      7.788    -59.504     22.188    -11.315    141.428     49.160     99.511
      7.789    -59.362     22.237    -11.215    142.022     48.909     99.612
      7.790    -59.220     22.286    -11.116    142.618     48.656     99.713
      7.791    -59.077     22.334    -11.016    143.214     48.402     99.814
      7.792    -58.933     22.382    -10.916    143.812     48.146     99.914
      7.793    -58.789     22.430    -10.816    144.411     47.889    100.013
      7.794    -58.644     22.478    -10.716    145.012     47.630    100.112
      7.795    -58.499     22.526    -10.616    145.613     47.370    100.211
      7.796    -58.353     22.573    -10.515    146.216     47.108    100.309
      7.797    -58.207     22.620    -10.415    146.820     46.844    100.407
      7.798    -58.059     22.667    -10.315    147.426     46.579    100.504
      7.799    -57.912     22.713    -10.214    148.033     46.312    100.600
      7.800    -57.763     22.759    -10.113    148.641     46.043    100.696
      7.801    -57.614     22.805    -10.013    149.250     45.773    100.792
      7.802    -57.465     22.851     -9.912    149.861     45.501    100.887
      7.803    -57.315     22.896     -9.811    150.473     45.227    100.981
      7.804    -57.164     22.941     -9.710    151.087     44.952    101.075
      7.805    -57.013     22.986     -9.609    151.702     44.675    101.168
      7.806    -56.861     23.031     -9.508    152.318     44.396    101.261
      7.807    -56.708     23.075     -9.406    152.936     44.115    101.353
      7.808    -56.555     23.119     -9.305    153.555     43.833    101.445
      7.809    -56.401     23.163     -9.203    154.175     43.549    101.536
      7.810    -56.246     23.206     -9.102    154.797     43.263    101.627
      7.811    -56.091     23.249     -9.000    155.420     42.975    101.717
      7.812    -55.935     23.292     -8.898    156.045     42.685    101.806
      7.813    -55.779     23.334     -8.797    156.671     42.394    101.895
      7.814    -55.622     23.377     -8.695    157.298     42.100    101.983
      7.815    -55.464     23.419     -8.593    157.927     41.805    102.070
      7.816    -55.306     23.460     -8.490    158.557     41.508    102.157
      7.817    -55.147     23.502     -8.388    159.189     41.209    102.244
      7.818    -54.988     23.543     -8.286    159.822     40.908    102.329
      7.819    -54.828     23.583     -8.184    160.457     40.605    102.414
      7.820    -54.667     23.624     -8.081    161.093     40.300    102.499
      7.821    -54.506     23.664     -7.979    161.731     39.993    102.582
      7.822    -54.343     23.704     -7.876    162.370     39.684    102.665
      7.823    -54.181     23.743     -7.773    163.011     39.373    102.748
      7.824    -54.017     23.783     -7.670    163.653     39.060    102.829
      7.825    -53.853     23.822     -7.568    164.297     38.745    102.910
      7.826    -53.689     23.860     -7.465    164.942     38.428    102.991
      7.827    -53.524     23.898     -7.362    165.589     38.108    103.070
      7.828    -53.358     23.936     -7.258    166.238     37.787    103.149
      7.829    -53.191     23.974     -7.155    166.888     37.463    103.227
      7.830    -53.024     24.011     -7.052    167.539     37.138    103.304
      7.831    -52.856     24.048     -6.949    168.192     36.810    103.381
      7.832    -52.688     24.085     -6.845    168.847     36.480    103.457
      7.833    -52.518     24.121     -6.742    169.504     36.148    103.532
      7.834    -52.349     24.157     -6.638    170.161     35.813    103.606
      7.835    -52.178     24.193     -6.535    170.821     35.476    103.680
      7.836    -52.007     24.228     -6.431    171.482     35.137    103.753
      7.837    -51.835     24.263     -6.327    172.145     34.796    103.825
      7.838    -51.663     24.298     -6.223    172.810     34.452    103.896
      7.839    -51.489     24.332     -6.119    173.476     34.106    103.966
      7.840    -51.316     24.366     -6.015    174.144     33.758    104.036
      7.841    -51.141     24.399     -5.911    174.813     33.407    104.104
      7.842    -50.966     24.433     -5.807    175.484     33.054    104.172
      7.843    -50.790     24.466     -5.703    176.157     32.699    104.239
      7.844    -50.614     24.498     -5.599    176.832     32.341    104.305
      7.845    -50.437     24.530     -5.494    177.508     31.980    104.370
      7.846    -50.259     24.562     -5.390    178.186     31.617    104.435
      7.847    -50.080     24.594     -5.285    178.866     31.251    104.498
      7.848    -49.901     24.625     -5.181    179.547     30.883    104.560
      7.849    -49.721     24.655     -5.076    180.230     30.512    104.622
      7.850    -49.540     24.686     -4.972    180.915     30.139    104.682
      7.851    -49.359     24.716     -4.867    181.602     29.763    104.742
      7.852    -49.177     24.745     -4.762    182.291     29.384    104.800
      7.853    -48.995     24.774     -4.657    182.981     29.003    104.858
      7.854    -48.811     24.803     -4.552    183.673     28.619    104.915
      7.855    -48.627     24.832     -4.447    184.367     28.232    104.970
      7.856    -48.443     24.860     -4.342    185.063     27.843    105.025
      7.857    -48.257     24.887     -4.237    185.761     27.450    105.078
      7.858    -48.071     24.914     -4.132    186.460     27.055    105.130
      7.859    -47.884     24.941     -4.027    187.162     26.657    105.182
      7.860    -47.697     24.968     -3.922    187.865     26.256    105.232
      7.861    -47.509     24.994     -3.817    188.570     25.852    105.281
      7.862    -47.320     25.020     -3.711    189.277     25.445    105.329
      7.863    -47.130     25.045     -3.606    189.986     25.035    105.376
      7.864    -46.940     25.070     -3.501    190.697     24.623    105.421
      7.865    -46.749     25.094     -3.395    191.409     24.207    105.466
      7.866    -46.557     25.118     -3.290    192.124     23.788    105.509
      7.867    -46.364     25.142     -3.184    192.841     23.366    105.551
      7.868    -46.171     25.165     -3.079    193.559     22.940    105.591
      7.869    -45.977     25.187     -2.973    194.280     22.512    105.631
      7.870    -45.783     25.210     -2.867    195.002     22.080    105.669
      7.871    -45.587     25.232     -2.762    195.727     21.646    105.705
      7.872    -45.391     25.253     -2.656    196.453     21.208    105.741
      7.873    -45.194     25.274     -2.550    197.181     20.766    105.775
      7.874    -44.997     25.295     -2.444    197.912     20.321    105.807
      7.875    -44.798     25.315     -2.339    198.644     19.873    105.838
      7.876    -44.599     25.334     -2.233    199.379     19.422    105.868
      7.877    -44.400     25.354     -2.127    200.115     18.967    105.896
      7.878    -44.199     25.372     -2.021    200.854     18.508    105.923
      7.879    -43.998     25.391     -1.915    201.594     18.046    105.948
      7.880    -43.796     25.408     -1.809    202.337     17.581    105.971
      7.881    -43.593     25.426     -1.703    203.082     17.111    105.992
      7.882    -43.390     25.443     -1.597    203.829     16.638    106.012
      7.883    -43.186     25.459     -1.491    204.578     16.162    106.030
      7.884    -42.981     25.475     -1.385    205.329     15.681    106.046
      7.885    -42.775     25.490     -1.279    206.082     15.197    106.060
      7.886    -42.569     25.505     -1.173    206.837     14.709    106.072
      7.887    -42.361     25.520     -1.067    207.594     14.218    106.081
      7.888    -42.153     25.534     -0.961    208.354     13.722    106.088
      7.889    -41.945     25.547     -0.855    209.115     13.222    106.093
      7.890    -41.735     25.560     -0.749    209.879     12.719    106.094
      7.891    -41.525     25.573     -0.642    210.645     12.211    106.093
      7.892    -41.314     25.585     -0.536    211.413     11.699    106.089
      7.893    -41.102     25.596     -0.430    212.183     11.184    106.080
      7.894    -40.889     25.607     -0.324    212.956     10.664    106.068
      7.895    -40.676     25.617     -0.218    213.730     10.140    106.052
      7.896    -40.462     25.627     -0.112    214.507      9.611    106.032
      7.897    -40.247     25.637     -0.006    215.285      9.078    106.007
      7.898    -40.031     25.645      0.100    216.066      8.541    105.977
      7.899    -39.815     25.654      0.206    216.849      8.000    105.943
      7.900    -39.598     25.661      0.312    217.634      7.454    105.903
      7.901    -39.380     25.669      0.418    218.421      6.904    105.859
      7.902    -39.161     25.675      0.524    219.210      6.350    105.811
      7.903    -38.941     25.681      0.629    220.001      5.790    105.758
      7.904    -38.721     25.687      0.735    220.795      5.227    105.701
      7.905    -38.500     25.692      0.841    221.590      4.658    105.640
      7.906    -38.278     25.696      0.946    222.387      4.085    105.576
      7.907    -38.055     25.700      1.052    223.187      3.508    105.507
      7.908    -37.831     25.703      1.157    223.988      2.925    105.435
      7.909    -37.607     25.706      1.263    224.791      2.338    105.359
      7.910    -37.382     25.708      1.368    225.597      1.745    105.280
      7.911    -37.156     25.709      1.473    226.404      1.148    105.197
      7.912    -36.929     25.710      1.578    227.214      0.546    105.111
      7.913    -36.701     25.710      1.684    228.025     -0.061    105.021
      7.914    -36.473     25.710      1.788    228.839     -0.673    104.928
      7.915    -36.244     25.709      1.893    229.654     -1.291    104.831
      7.916    -36.014     25.707      1.998    230.472     -1.913    104.731
      7.917    -35.783     25.705      2.103    231.291     -2.541    104.627
      7.918    -35.551     25.702      2.207    232.113     -3.174    104.520
      7.919    -35.318     25.699      2.312    232.936     -3.813    104.410
      7.920    -35.085     25.695      2.416    233.761     -4.457    104.296
      7.921    -34.851     25.690      2.520    234.589     -5.106    104.178
      7.922    -34.616     25.684      2.625    235.418     -5.761    104.056
      7.923    -34.380     25.678      2.729    236.249     -6.422    103.931
      7.924    -34.143     25.672      2.832    237.082     -7.089    103.803
      7.925    -33.906     25.664      2.936    237.917     -7.761    103.670
      7.926    -33.668     25.656      3.040    238.754     -8.439    103.534
      7.927    -33.428     25.647      3.143    239.592     -9.123    103.393
      7.928    -33.188     25.638      3.247    240.433     -9.813    103.249
      7.929    -32.948     25.628      3.350    241.275    -10.509    103.101
      7.930    -32.706     25.617      3.453    242.120    -11.211    102.948
      7.931    -32.463     25.605      3.556    242.966    -11.920    102.792
      7.932    -32.220     25.593      3.658    243.814    -12.634    102.631
      7.933    -31.976     25.580      3.761    244.663    -13.355    102.467
      7.934    -31.731     25.566      3.863    245.515    -14.083    102.297
      7.935    -31.485     25.552      3.965    246.368    -14.816    102.124
      7.936    -31.238     25.537      4.068    247.223    -15.557    101.946
      7.937    -30.990     25.521      4.169    248.079    -16.304    101.763
      7.938    -30.742     25.504      4.271    248.938    -17.058    101.576
      7.939    -30.492     25.487      4.373    249.798    -17.819    101.384
      7.940    -30.242     25.468      4.474    250.659    -18.586    101.188
      7.941    -29.991     25.449      4.575    251.522    -19.361    100.987
      7.942    -29.739     25.430      4.676    252.387    -20.143    100.780
      7.943    -29.486     25.409      4.776    253.253    -20.931    100.569
      7.944    -29.233     25.388      4.877    254.121    -21.727    100.353
      7.945    -28.978     25.366      4.977    254.990    -22.531    100.131
      7.946    -28.723     25.343      5.077    255.860    -23.342     99.904
      7.947    -28.466     25.319      5.177    256.732    -24.160     99.672
      7.948    -28.209     25.294      5.277    257.606    -24.986     99.435
      7.949    -27.951     25.269      5.376    258.480    -25.819     99.192
      7.950    -27.692     25.243      5.475    259.356    -26.661     98.943
      7.951    -27.432     25.216      5.574    260.233    -27.510     98.689
      7.952    -27.172     25.188      5.672    261.111    -28.367     98.429
      7.953    -26.910     25.159      5.771    261.990    -29.232     98.162
      7.954    -26.648     25.129      5.869    262.871    -30.106     97.890
      7.955    -26.384     25.099      5.966    263.752    -30.988     97.612
      7.956    -26.120     25.067      6.064    264.634    -31.878     97.328
      7.957    -25.855     25.035      6.161    265.517    -32.776     97.037
      7.958    -25.589     25.002      6.258    266.401    -33.683     96.740
      7.959    -25.322     24.968      6.354    267.286    -34.599     96.436
      7.960    -25.055     24.932      6.451    268.171    -35.523     96.125
      7.961    -24.786     24.896      6.547    269.057    -36.456     95.808
      7.962    -24.516     24.860      6.642    269.943    -37.399     95.484
      7.963    -24.246     24.822      6.738    270.830    -38.350     95.153
      7.964    -23.975     24.783      6.833    271.718    -39.310     94.814
      7.965    -23.703     24.743      6.927    272.605    -40.280     94.469
      7.966    -23.430     24.702      7.022    273.493    -41.259     94.115
      7.967    -23.156     24.661      7.116    274.381    -42.248     93.755
      7.968    -22.881     24.618      7.209    275.269    -43.246     93.387
      7.969    -22.605     24.574      7.302    276.156    -44.254     93.010
      7.970    -22.329     24.529      7.395    277.044    -45.272     92.626
      7.971    -22.051     24.483      7.488    277.931    -46.300     92.234
      7.972    -21.773     24.437      7.580    278.818    -47.338     91.834
      7.973    -21.493     24.389      7.671    279.704    -48.385     91.425
      7.974    -21.213     24.340      7.762    280.590    -49.444     91.008
      7.975    -20.932     24.290      7.853    281.474    -50.512     90.582
      7.976    -20.650     24.239      7.944    282.358    -51.591     90.147
      7.977    -20.368     24.187      8.034    283.241    -52.681     89.703
      7.978    -20.084     24.133      8.123    284.123    -53.781     89.250
      7.979    -19.799     24.079      8.212    285.003    -54.892     88.788
      7.980    -19.514     24.024      8.301    285.882    -56.014     88.316
      7.981    -19.228     23.967      8.389    286.759    -57.147     87.835
      7.982    -18.940     23.909      8.476    287.634    -58.292     87.344
      7.983    -18.652     23.851      8.563    288.507    -59.447     86.842
      7.984    -18.363     23.790      8.650    289.379    -60.614     86.331
      7.985    -18.073     23.729      8.736    290.247    -61.792     85.810
      7.986    -17.783     23.667      8.822    291.113    -62.982     85.277
      7.987    -17.491     23.603      8.907    291.977    -64.184     84.735
      7.988    -17.199     23.539      8.991    292.837    -65.397     84.181
      7.989    -16.906     23.473      9.075    293.695    -66.622     83.616
      7.990    -16.611     23.405      9.158    294.549    -67.859     83.041
      7.991    -16.316     23.337      9.241    295.399    -69.108     82.453
      7.992    -16.021     23.267      9.323    296.245    -70.370     81.854
      7.993    -15.724     23.196      9.405    297.088    -71.643     81.244
      7.994    -15.427     23.124      9.486    297.926    -72.929     80.621
      7.995    -15.128     23.050      9.566    298.759    -74.228     79.986
      7.996    -14.829     22.975      9.646    299.587    -75.539     79.339
      7.997    -14.529     22.899      9.725    300.411    -76.862     78.679
      7.998    -14.228     22.822      9.803    301.228    -78.198     78.007
      7.999    -13.927     22.743      9.881    302.041    -79.547     77.322
      8.000    -13.624     22.662      9.958    302.847    -80.909     76.623
      8.001    -13.321     22.581     10.034    303.646    -82.283     75.911
      8.002    -13.017     22.498     10.109    304.439    -83.670     75.185
      8.003    -12.712     22.414     10.184    305.225    -85.071     74.446
      8.004    -12.406     22.328     10.258    306.003    -86.484     73.693
      8.005    -12.100     22.241     10.332    306.774    -87.910     72.925
      8.006    -11.793     22.152     10.404    307.536    -89.349     72.144
      8.007    -11.485     22.062     10.476    308.290    -90.802     71.347
      8.008    -11.176     21.970     10.547    309.036    -92.267     70.536
      8.009    -10.867     21.877     10.617    309.771    -93.745     69.710
      8.010    -10.557     21.783     10.686    310.497    -95.237     68.869
      8.011    -10.246     21.687     10.755    311.213    -96.741     68.013
      8.012     -9.934     21.589     10.822    311.918    -98.259     67.141
      8.013     -9.622     21.490     10.889    312.612    -99.789     66.253
      8.014     -9.309     21.390     10.955    313.295   -101.333     65.349
      8.015     -8.995     21.288     11.020    313.965   -102.889     64.430
      8.016     -8.681     21.184     11.084    314.623   -104.458     63.494
      8.017     -8.366     21.079     11.147    315.268   -106.040     62.542
      8.018     -8.051     20.972     11.209    315.900   -107.634     61.573
      8.019     -7.734     20.863     11.270    316.517   -109.241     60.587
      8.020     -7.418     20.753     11.330    317.120   -110.860     59.585
      8.021     -7.100     20.642     11.389    317.708   -112.491     58.566
      8.022     -6.782     20.528     11.447    318.280   -114.134     57.529
      8.023     -6.464     20.413     11.504    318.835   -115.789     56.476
      8.024     -6.145     20.297     11.560    319.374   -117.455     55.405
      8.025     -5.825     20.179     11.615    319.895   -119.133     54.316
      8.026     -5.505     20.059     11.668    320.399   -120.822     53.210
      8.027     -5.184     19.937     11.721    320.883   -122.522     52.087
      8.028     -4.863     19.813     11.773    321.348   -124.232     50.945
      8.029     -4.541     19.688     11.823    321.794   -125.953     49.786
      8.030     -4.219     19.562     11.872    322.219   -127.683     48.610
      8.031     -3.897     19.433     11.920    322.622   -129.423     47.415
      8.032     -3.574     19.303     11.967    323.004   -131.173     46.203
      8.033     -3.251     19.171     12.013    323.363   -132.931     44.973
      8.034     -2.927     19.037     12.057    323.699   -134.697     43.725
      8.035     -2.604     18.901     12.100    324.011   -136.471     42.460
      8.036     -2.279     18.764     12.142    324.299   -138.253     41.177
      8.037     -1.955     18.625     12.182    324.561   -140.041     39.876
      8.038     -1.630     18.484     12.222    324.797   -141.836     38.559
      8.039     -1.305     18.341     12.260    325.007   -143.637     37.223
      8.040     -0.980     18.197     12.296    325.190   -145.442     35.871
      8.041     -0.655     18.050     12.331    325.345   -147.253     34.502
      8.042     -0.330     17.902     12.365    325.471   -149.067     33.116
      8.043     -0.004     17.752     12.397    325.569   -150.885     31.714
      8.044      0.321     17.600     12.428    325.636   -152.705     30.296
      8.045      0.647     17.447     12.458    325.673   -154.527     28.861
      8.046      0.973     17.291     12.486    325.679   -156.350     27.412
      8.047      1.298     17.134     12.513    325.653   -158.173     25.946
      8.048      1.624     16.975     12.538    325.595   -159.996     24.467
      8.049      1.950     16.814     12.562    325.505   -161.817     22.972
      8.050      2.275     16.651     12.584    325.381   -163.637     21.464
      8.051      2.600     16.487     12.605    325.223   -165.453     19.942
      8.052      2.926     16.320     12.624    325.031   -167.266     18.406
      8.053      3.250     16.152     12.642    324.804   -169.073     16.859
      8.054      3.575     15.982     12.658    324.542   -170.875     15.299
      8.055      3.899     15.810     12.672    324.244   -172.670     13.728
      8.056      4.224     15.637     12.685    323.910   -174.458     12.146
      8.057      4.547     15.462     12.696    323.540   -176.236     10.554
      8.058      4.871     15.284     12.706    323.133   -178.006      8.952
      8.059      5.194     15.106     12.714    322.689   -179.764      7.341
      8.060      5.516     14.925     12.721    322.209   -181.511      5.722
      8.061      5.838     14.742     12.726    321.691   -183.245      4.096
      8.062      6.159     14.558     12.729    321.135   -184.966      2.462
      8.063      6.480     14.373     12.731    320.542   -186.673      0.823
      8.064      6.800     14.185     12.731    319.912   -188.363     -0.821
      8.065      7.120     13.996     12.729    319.244   -190.037     -2.470
      8.066      7.439     13.805     12.726    318.538   -191.694     -4.123
      8.067      7.757     13.612     12.721    317.795   -193.332     -5.778
      8.068      8.074     13.418     12.714    317.015   -194.951     -7.435
      8.069      8.391     13.223     12.706    316.198   -196.549     -9.093
      8.070      8.707     13.025     12.696    315.344   -198.126    -10.752
      8.071      9.022     12.826     12.684    314.454   -199.681    -12.410
      8.072      9.336     12.626     12.671    313.528   -201.213    -14.066
      8.073      9.649     12.424     12.656    312.566   -202.721    -15.720
      8.074      9.961     12.220     12.640    311.568   -204.205    -17.372
      8.075     10.272     12.016     12.622    310.536   -205.663    -19.018
      8.076     10.582     11.809     12.602    309.470   -207.095    -20.661
      8.077     10.891     11.601     12.580    308.370   -208.500    -22.297
      8.078     11.199     11.392     12.557    307.237   -209.878    -23.927
      8.079     11.505     11.182     12.532    306.071   -211.227    -25.550
      8.080     11.811     10.970     12.506    304.874   -212.548    -27.164
      8.081     12.115     10.757     12.478    303.646   -213.840    -28.770
      8.082     12.418     10.542     12.448    302.388   -215.103    -30.366
      8.083     12.720     10.326     12.417    301.101   -216.335    -31.951
      8.084     13.020     10.109     12.385    299.785   -217.536    -33.526
      8.085     13.319      9.891     12.350    298.441   -218.707    -35.088
      8.086     13.617      9.672     12.314    297.070   -219.847    -36.638
      8.087     13.913      9.452     12.277    295.674   -220.955    -38.176
      8.088     14.208      9.230     12.238    294.253   -222.031    -39.699
      8.089     14.502      9.008     12.198    292.807   -223.076    -41.208
      8.090     14.794      8.784     12.156    291.339   -224.089    -42.702
      8.091     15.085      8.559     12.112    289.848   -225.069    -44.181
      8.092     15.374      8.334     12.067    288.337   -226.018    -45.644
      8.093     15.661      8.107     12.021    286.805   -226.934    -47.090
      8.094     15.947      7.880     11.973    285.254   -227.819    -48.520
      8.095     16.232      7.652     11.924    283.685   -228.671    -49.932
      8.096     16.515      7.423     11.873    282.098   -229.492    -51.327
      8.097     16.796      7.193     11.821    280.496   -230.280    -52.704
      8.098     17.076      6.962     11.768    278.877   -231.038    -54.063
      8.099     17.354      6.731     11.713    277.245   -231.763    -55.403
      8.100     17.630      6.499     11.657    275.599   -232.458    -56.725
      8.101     17.905      6.266     11.600    273.941   -233.122    -58.027
      8.102     18.178      6.032     11.541    272.271   -233.755    -59.310
      8.103     18.449      5.798     11.481    270.591   -234.359    -60.574
      8.104     18.719      5.564     11.420    268.900   -234.932    -61.818
      8.105     18.987      5.328     11.357    267.201   -235.475    -63.043
      8.106     19.254      5.093     11.294    265.494   -235.990    -64.248
      8.107     19.518      4.857     11.229    263.780   -236.476    -65.433
      8.108     19.781      4.620     11.163    262.059   -236.933    -66.598
      8.109     20.042      4.383     11.096    260.332   -237.363    -67.744
      8.110     20.302      4.145     11.027    258.601   -237.765    -68.869
      8.111     20.560      3.907     10.958    256.866   -238.140    -69.975
      8.112     20.816      3.669     10.888    255.127   -238.489    -71.061
      8.113     21.070      3.430     10.816    253.386   -238.812    -72.127
      8.114     21.322      3.191     10.743    251.643   -239.109    -73.173
      8.115     21.573      2.952     10.670    249.898   -239.381    -74.200
      8.116     21.822      2.712     10.595    248.152   -239.629    -75.207
      8.117     22.069      2.473     10.519    246.407   -239.852    -76.195
      8.118     22.315      2.233     10.443    244.662   -240.052    -77.164
      8.119     22.559      1.993     10.365    242.918   -240.229    -78.114
      8.120     22.801      1.752     10.286    241.176   -240.384    -79.044
      8.121     23.041      1.512     10.207    239.435   -240.516    -79.956
      8.122     23.280      1.271     10.126    237.697   -240.627    -80.850
      8.123     23.516      1.031     10.045    235.963   -240.717    -81.725
      8.124     23.752      0.790      9.963    234.231   -240.787    -82.581
      8.125     23.985      0.549      9.880    232.504   -240.836    -83.420
      8.126     24.217      0.308      9.796    230.781   -240.866    -84.241
      8.127     24.446      0.067      9.712    229.063   -240.877    -85.044
      8.128     24.675     -0.174      9.626    227.349   -240.869    -85.830
      8.129     24.901     -0.414      9.540    225.642   -240.844    -86.599
      8.130     25.126     -0.655      9.453    223.939   -240.801    -87.351
      8.131     25.349     -0.896      9.365    222.243   -240.740    -88.086
      8.132     25.570     -1.137      9.277    220.553   -240.663    -88.805
      8.133     25.790     -1.377      9.188    218.870   -240.570    -89.508
      8.134     26.008     -1.618      9.098    217.194   -240.461    -90.195
      8.135     26.225     -1.858      9.007    215.524   -240.337    -90.866
      8.136     26.439     -2.098      8.916    213.862   -240.197    -91.521
      8.137     26.652     -2.339      8.824    212.208   -240.044    -92.161
      8.138     26.864     -2.579      8.732    210.561   -239.876    -92.787
      8.139     27.073     -2.818      8.639    208.922   -239.694    -93.397
      8.140     27.282     -3.058      8.545    207.291   -239.500    -93.993
      8.141     27.488     -3.297      8.451    205.669   -239.292    -94.575
      8.142     27.693     -3.537      8.356    204.054   -239.072    -95.143
      8.143     27.896     -3.775      8.260    202.449   -238.840    -95.697
      8.144     28.098     -4.014      8.164    200.851   -238.596    -96.237
      8.145     28.298     -4.253      8.068    199.263   -238.340    -96.764
      8.146     28.496     -4.491      7.971    197.683   -238.074    -97.278
      8.147     28.693     -4.729      7.873    196.112   -237.797    -97.779
      8.148     28.889     -4.966      7.775    194.551   -237.509    -98.268
      8.149     29.082     -5.204      7.677    192.998   -237.211    -98.744
      8.150     29.275     -5.441      7.578    191.454   -236.904    -99.208
      8.151     29.465     -5.678      7.478    189.920   -236.587    -99.661
      8.152     29.654     -5.914      7.378    188.394   -236.261   -100.101
      8.153     29.842     -6.150      7.278    186.878   -235.926   -100.530
      8.154     30.028     -6.386      7.177    185.371   -235.582   -100.948
      8.155     30.213     -6.621      7.076    183.874   -235.230   -101.354
      8.156     30.396     -6.856      6.975    182.386   -234.870   -101.750
      8.157     30.578     -7.091      6.873    180.907   -234.503   -102.135
      8.158     30.758     -7.325      6.770    179.437   -234.127   -102.510
      8.159     30.936     -7.559      6.668    177.977   -233.745   -102.874
      8.160     31.114     -7.793      6.565    176.526   -233.355   -103.229
      8.161     31.289     -8.026      6.461    175.085   -232.959   -103.573
      8.162     31.464     -8.259      6.358    173.653   -232.556   -103.908
      8.163     31.637     -8.491      6.253    172.230   -232.146   -104.233
      8.164     31.808     -8.723      6.149    170.816   -231.731   -104.549
      8.165     31.978     -8.955      6.044    169.412   -231.310   -104.856
      8.166     32.147     -9.186      5.939    168.017   -230.882   -105.154
      8.167     32.314     -9.416      5.834    166.631   -230.450   -105.443
      8.168     32.480     -9.647      5.729    165.255   -230.012   -105.724
      8.169     32.645     -9.876      5.623    163.887   -229.568   -105.996
      8.170     32.808    -10.106      5.517    162.529   -229.120   -106.260
      8.171     32.970    -10.335      5.410    161.179   -228.667   -106.516
      8.172     33.131    -10.563      5.303    159.839   -228.209   -106.764
      8.173     33.290    -10.791      5.197    158.508   -227.747   -107.004
      8.174     33.448    -11.018      5.089    157.185   -227.281   -107.236
      8.175     33.604    -11.246      4.982    155.872   -226.810   -107.461
      8.176     33.759    -11.472      4.875    154.567   -226.335   -107.678
      8.177     33.913    -11.698      4.767    153.271   -225.857   -107.888
      8.178     34.066    -11.924      4.659    151.984   -225.374   -108.092
      8.179     34.217    -12.149      4.551    150.705   -224.888   -108.288
      8.180     34.367    -12.374      4.442    149.435   -224.399   -108.477
      8.181     34.516    -12.598      4.334    148.174   -223.906   -108.660
      8.182     34.664    -12.821      4.225    146.921   -223.411   -108.836
      8.183     34.810    -13.045      4.116    145.677   -222.912   -109.006
      8.184     34.955    -13.267      4.007    144.441   -222.410   -109.169
      8.185     35.099    -13.489      3.898    143.213   -221.905   -109.327
      8.186     35.241    -13.711      3.788    141.993   -221.398   -109.478
      8.187     35.383    -13.932      3.679    140.782   -220.887   -109.623
      8.188     35.523    -14.153      3.569    139.579   -220.375   -109.762
      8.189     35.662    -14.373      3.459    138.384   -219.860   -109.896
      8.190     35.800    -14.593      3.349    137.197   -219.342   -110.024
      8.191     35.936    -14.812      3.239    136.018   -218.823   -110.146
      8.192     36.072    -15.030      3.129    134.846   -218.301   -110.263
      8.193     36.206    -15.248      3.019    133.683   -217.777   -110.375
      8.194     36.339    -15.466      2.908    132.527   -217.252   -110.481
      8.195     36.471    -15.683      2.798    131.379   -216.724   -110.582
